spp_group,iucn_sid,sciname,class,am_sid,reviewed,area_iucn,area_am,area_total,area_overlap,sm_range,sm_perc,area_ratio,lg_area_pct,spp_group_text,occurcells,n_spp,quad
MARINE_MAMMALS,6204,Cystophora cristata,Mammalia,ITS-Mam-180657,1,8819573.2,12720929.3,13455541.1,8084961.41647799,IUCN,91.671,69.331,3.434,Marine Mammals,80,96,q1
MARINE_MAMMALS,6335,Delphinapterus leucas,Mammalia,ITS-Mam-180483,1,11727397.8,24635489.2,25268202.0,11094684.968751336,IUCN,94.605,47.604,6.65,Marine Mammals,165,96,q2
MARINE_MAMMALS,6336,Delphinus delphis,Mammalia,ITS-Mam-180438,1,90011066.9,209301504.2,215914953.0,83397618.07379255,IUCN,92.653,43.005,56.497,Marine Mammals,1969,96,q2
MARINE_MAMMALS,6337,Delphinus capensis,Mammalia,ITS-Mam-555654,1,16789581.2,31674738.7,38767015.3,9697304.575171348,IUCN,57.758,53.006,8.55,Marine Mammals,129,96,q4
REPTILES,6494,Dermochelys coriacea,Reptilia,Rep-4381,1,214885688.1,317381756.2,318969772.4,213297671.9323759,IUCN,99.261,67.706,85.672,Reptiles,5390,5,q1
MARINE_MAMMALS,6909,Dugong dugon,Mammalia,ITS-Mam-180679,1,11737560.2,8558110.7,15406353.5,4889317.447046486,AM,57.131,72.912,3.168,Marine Mammals,245,96,q3
TERRESTRIAL_MAMMALS,7750,Enhydra lutris,Mammalia,ITS-Mam-180547,1,2518594.4,4335594.0,5686748.2,1167440.182501457,IUCN,46.353,58.091,1.17,Terr. Mammals,156,1,q3
GROUPERS,7854,Epinephelus drummondhayi,Actinopterygii,Fis-29953,1,803009.9,434001.7,927838.9,309172.71040747483,AM,71.238,54.047,0.217,Groupers,41,25,q2
GROUPERS,7858,Epinephelus lanceolatus,Actinopterygii,Fis-26139,1,24828288.6,14810062.1,29479075.1,10159275.57890344,AM,68.597,59.65,6.702,Groupers,160,25,q1
GROUPERS,7859,Epinephelus marginatus,Actinopterygii,Fis-26140,1,6497070.4,6736295.6,9151908.8,4081457.2541712667,IUCN,62.82,96.449,1.818,Groupers,299,25,q3
GROUPERS,7860,Hyporthodus nigritus,Actinopterygii,Fis-163779,1,1740158.3,1875489.2,2968133.3,647514.22890717,IUCN,37.21,92.784,0.506,Groupers,29,25,q3
GROUPERS,7862,Epinephelus striatus,Actinopterygii,Fis-22722,1,3691210.4,3224403.5,4801308.8,2114305.044958484,AM,65.572,87.354,0.996,Groupers,129,25,q1
REPTILES,8005,Eretmochelys imbricata,Reptilia,Rep-5181,1,283953022.2,28990547.5,284407193.1,28536376.560368653,AM,98.433,10.21,76.648,Reptiles,804,5,q2
MARINE_MAMMALS,8097,Eschrichtius robustus,Mammalia,ITS-Mam-180521,1,6254451.8,9531044.4,10251411.7,5534084.409249748,IUCN,88.482,65.622,2.573,Marine Mammals,252,96,q1
MARINE_MAMMALS,8153,Eubalaena australis,Mammalia,ITS-Mam-552771,1,88204858.2,135411122.3,138452797.4,85163183.07910886,IUCN,96.552,65.139,36.552,Marine Mammals,236,96,q1
MARINE_MAMMALS,8239,Eumetopias jubatus,Mammalia,ITS-Mam-180625,1,7473240.1,5872420.9,9057058.4,4288602.559158922,AM,73.03,78.579,2.017,Marine Mammals,246,96,q1
MARINE_MAMMALS,8551,Feresa attenuata,Mammalia,ITS-Mam-180461,1,211793111.2,201385374.8,215310701.6,197867784.34215528,AM,98.253,95.086,57.17,Marine Mammals,354,96,q1
MARINE_MAMMALS,9249,Globicephala macrorhynchus,Mammalia,ITS-Mam-180466,1,232265165.5,259459285.2,262944196.6,228780254.17463115,IUCN,98.5,89.519,70.036,Marine Mammals,722,96,q1
MARINE_MAMMALS,9250,Globicephala melas,Mammalia,ITS-Mam-552461,1,134405192.3,155374111.0,160106824.6,129672478.78083168,IUCN,96.479,86.504,41.94,Marine Mammals,1047,96,q1
MARINE_MAMMALS,9461,Grampus griseus,Mammalia,ITS-Mam-180457,1,244240647.2,294671923.8,302147706.4,236764864.6447486,IUCN,96.939,82.886,79.541,Marine Mammals,1401,96,q1
MARINE_MAMMALS,9660,Halichoerus grypus,Mammalia,ITS-Mam-180653,1,3569760.9,4543649.8,5026367.9,3087042.7834404176,IUCN,86.478,78.566,1.226,Marine Mammals,697,96,q1
MARINE_MAMMALS,10340,Hydrurga leptonyx,Mammalia,ITS-Mam-180667,1,22552267.7,124492425.5,126368651.7,20676041.5292919,IUCN,91.681,18.115,33.604,Marine Mammals,291,96,q2
MARINE_MAMMALS,10708,Hyperoodon planifrons,Mammalia,ITS-Mam-180505,1,93595617.4,147789912.3,149142282.3,92243247.41713695,IUCN,98.555,63.33,39.893,Marine Mammals,126,96,q1
MARINE_MAMMALS,11048,Kogia sima,Mammalia,ITS-Mam-180492,1,244321304.0,244383209.4,250784190.7,237920322.71561214,IUCN,97.38,99.975,65.967,Marine Mammals,578,96,q1
MARINE_MAMMALS,11140,Lagenodelphis hosei,Mammalia,ITS-Mam-180440,1,181065161.6,240612345.1,243649542.7,178027964.0849269,IUCN,98.323,75.252,64.949,Marine Mammals,368,96,q1
MARINE_MAMMALS,11141,Lagenorhynchus acutus,Mammalia,ITS-Mam-180443,1,11370770.1,17214956.0,17643095.8,10942630.27573227,IUCN,96.235,66.052,4.647,Marine Mammals,597,96,q1
MARINE_MAMMALS,11142,Lagenorhynchus albirostris,Mammalia,ITS-Mam-180442,1,14233896.5,12976205.9,15188968.3,12021134.122696936,AM,92.64,91.164,3.842,Marine Mammals,444,96,q1
MARINE_MAMMALS,11143,Lagenorhynchus australis,Mammalia,ITS-Mam-180446,1,2140556.0,1790608.9,2529039.4,1402125.464374503,AM,78.304,83.652,0.578,Marine Mammals,105,96,q1
MARINE_MAMMALS,11144,Lagenorhynchus cruciger,Mammalia,ITS-Mam-180447,1,63704404.4,81297163.7,84078576.2,60922991.98547025,IUCN,95.634,78.36,21.945,Marine Mammals,42,96,q1
MARINE_MAMMALS,11145,Lagenorhynchus obliquidens,Mammalia,ITS-Mam-180444,1,16646256.3,31536810.1,31811881.0,16371185.4554268,IUCN,98.348,52.784,8.513,Marine Mammals,264,96,q2
MARINE_MAMMALS,11146,Lagenorhynchus obscurus,Mammalia,ITS-Mam-180445,1,9404928.9,83206765.8,83988210.6,8623484.121605286,IUCN,91.691,11.303,22.46,Marine Mammals,149,96,q2
REPTILES,11534,Lepidochelys olivacea,Reptilia,Rep-6936,1,87345289.9,18187152.3,89523538.1,16008903.992014274,AM,88.023,20.822,23.577,Reptiles,1377,5,q2
MARINE_MAMMALS,11696,Leptonychotes weddellii,Mammalia,ITS-Mam-180669,1,22552267.7,18723478.3,22929766.5,18345979.434940692,AM,97.984,83.023,6.088,Marine Mammals,206,96,q1
MARINE_MAMMALS,12125,Lissodelphis borealis,Mammalia,ITS-Mam-180454,1,10554330.1,19554593.1,20452109.9,9656813.233404702,IUCN,91.496,53.974,5.278,Marine Mammals,180,96,q2
MARINE_MAMMALS,12246,Lobodon carcinophaga,Mammalia,ITS-Mam-622023,1,21641467.0,77098160.1,78950923.2,19788703.89689745,IUCN,91.439,28.07,20.811,Marine Mammals,2056,96,q2
MARINE_MAMMALS,13006,Megaptera novaeangliae,Mammalia,ITS-Mam-180530,1,353806926.8,353729732.6,358357026.3,349179633.1226609,AM,98.714,99.978,95.504,Marine Mammals,2509,96,q1
MARINE_MAMMALS,13241,Mesoplodon bidens,Mammalia,ITS-Mam-180515,1,15445135.5,15115659.0,17653170.5,12907623.927580738,AM,85.392,97.867,4.169,Marine Mammals,129,96,q1
MARINE_MAMMALS,13243,Mesoplodon carlhubbsi,Mammalia,ITS-Mam-180512,1,14180222.9,14597617.2,17806237.6,10971602.575565293,IUCN,77.373,97.141,3.94,Marine Mammals,34,96,q1
MARINE_MAMMALS,13245,Mesoplodon europaeus,Mammalia,ITS-Mam-180509,1,47586923.4,59892851.8,61509902.3,45969872.8374354,IUCN,96.602,79.453,16.167,Marine Mammals,159,96,q1
MARINE_MAMMALS,13246,Mesoplodon ginkgodens,Mammalia,ITS-Mam-180510,1,110870554.3,182116905.2,182988509.6,109998949.928792,IUCN,99.214,60.879,49.159,Marine Mammals,30,96,q1
MARINE_MAMMALS,13247,Mesoplodon grayi,Mammalia,ITS-Mam-180511,1,94893916.3,117998467.8,129765571.5,83126812.56145321,IUCN,87.6,80.42,31.852,Marine Mammals,77,96,q1
MARINE_MAMMALS,13248,Mesoplodon hectori,Mammalia,ITS-Mam-180507,1,64853512.4,68330332.2,76494072.0,56689772.56474238,IUCN,87.412,94.912,18.445,Marine Mammals,33,96,q1
MARINE_MAMMALS,13249,Mesoplodon layardii,Mammalia,ITS-Mam-180516,1,88599113.8,127481534.5,134656204.0,81424444.26469098,IUCN,91.902,69.5,34.411,Marine Mammals,119,96,q1
MARINE_MAMMALS,13250,Mesoplodon mirus,Mammalia,ITS-Mam-180508,1,38285293.3,64709789.3,67193226.2,35801856.376253955,IUCN,93.513,59.165,17.467,Marine Mammals,50,96,q1
MARINE_MAMMALS,13581,Mirounga angustirostris,Mammalia,ITS-Mam-180672,1,10990191.0,12829324.7,13178754.7,10640761.060839344,IUCN,96.821,85.665,3.463,Marine Mammals,1819,96,q1
MARINE_MAMMALS,13583,Mirounga leonina,Mammalia,ITS-Mam-180671,1,72787539.9,129892323.8,135222601.5,67457262.14289306,IUCN,92.677,56.037,35.062,Marine Mammals,7663,96,q1
MARINE_MAMMALS,13653,Monachus monachus,Mammalia,ITS-Mam-180659,1,570867.0,2829495.7,2895443.7,504918.9654176102,IUCN,88.448,20.176,0.764,Marine Mammals,54,96,q2
MARINE_MAMMALS,13654,Neomonachus schauinslandi,Mammalia,ITS-Mam-180661,1,478739.8,3618951.2,3618951.2,478739.76597905485,IUCN,100.0,13.229,0.977,Marine Mammals,21,96,q2
MARINE_MAMMALS,13704,Monodon monoceros,Mammalia,ITS-Mam-180485,1,4437816.3,13840247.4,15232669.6,3045394.0617516064,IUCN,68.624,32.065,3.736,Marine Mammals,46,96,q2
GROUPERS,14051,Mycteroperca olfax,Actinopterygii,Fis-26901,1,175039.3,67650.2,202732.6,39956.894665482214,AM,59.064,38.649,0.047,Groupers,26,25,q4
GROUPERS,14053,Mycteroperca rosacea,Actinopterygii,Fis-27393,1,460859.6,371209.7,563590.2,268479.1368886543,AM,72.325,80.547,0.124,Groupers,53,25,q1
MARINE_MAMMALS,14549,Neophoca cinerea,Mammalia,ITS-Mam-180623,1,672350.1,841310.8,988914.7,524746.1768385103,IUCN,78.047,79.917,0.227,Marine Mammals,82,96,q1
MARINE_MAMMALS,15269,Ommatophoca rossii,Mammalia,ITS-Mam-180665,1,21641467.0,18715362.8,22039441.5,18317388.282342173,AM,97.874,86.479,5.842,Marine Mammals,203,96,q1
MARINE_MAMMALS,15419,Orcaella brevirostris,Mammalia,ITS-Mam-180471,1,3534221.8,4178313.8,5278045.3,2434490.3191401116,IUCN,68.883,84.585,1.128,Marine Mammals,27,96,q1
SEABREAMS_PORGIES,15873,Pagrus pagrus,Actinopterygii,Fis-23707,1,7763688.4,8775734.8,11280563.9,5258859.196006066,IUCN,67.737,88.468,2.369,Seabreams/Porgies,423,13,q1
MARINE_MAMMALS,16564,Peponocephala electra,Mammalia,ITS-Mam-180459,1,181252914.2,166376959.9,197338226.7,150291647.3887008,AM,90.332,91.793,48.926,Marine Mammals,360,96,q1
MARINE_MAMMALS,17013,Phoca vitulina,Mammalia,ITS-Mam-180649,1,10454583.0,10175227.0,14652525.7,5977284.301525489,AM,58.743,97.328,2.822,Marine Mammals,907,96,q3
MARINE_MAMMALS,17026,Phocarctos hookeri,Mammalia,ITS-Mam-180617,1,971392.6,1569340.6,1837863.0,702870.2133190531,IUCN,72.357,61.898,0.424,Marine Mammals,18,96,q1
MARINE_MAMMALS,17027,Phocoena phocoena,Mammalia,ITS-Mam-180473,1,14441691.6,16813180.7,20802346.4,10452525.956238186,IUCN,72.377,85.895,4.538,Marine Mammals,1574,96,q1
MARINE_MAMMALS,17028,Phocoena sinus,Mammalia,ITS-Mam-180474,1,36999.8,126258.5,128932.4,34325.95214306095,IUCN,92.773,29.305,0.034,Marine Mammals,10,96,q2
MARINE_MAMMALS,17029,Phocoena spinipinnis,Mammalia,ITS-Mam-180476,1,1743102.7,2717507.5,3182863.9,1277746.3589555454,IUCN,73.303,64.143,0.734,Marine Mammals,23,96,q1
MARINE_MAMMALS,17032,Phocoenoides dalli,Mammalia,ITS-Mam-180480,1,22614613.0,21179411.0,24450337.1,19343686.85617407,AM,91.333,93.654,6.104,Marine Mammals,577,96,q1
MARINE_MAMMALS,17978,Pontoporia blainvillei,Mammalia,ITS-Mam-180411,1,624968.8,821046.2,883109.2,562905.689010403,IUCN,90.069,76.119,0.222,Marine Mammals,34,96,q1
MARINE_MAMMALS,18596,Pseudorca crassidens,Mammalia,ITS-Mam-180463,1,203024677.8,275894286.1,281006164.2,197912799.7466867,IUCN,97.482,73.588,74.473,Marine Mammals,593,96,q1
TUNAS_BILLFISHES,20047,Scomberomorus concolor,Actinopterygii,Fis-22821,1,445698.6,170359.8,489470.6,126587.86190789356,AM,74.306,38.223,0.12,Tunas/Billfish,21,27,q2
MARINE_MAMMALS,20424,Sousa chinensis,Mammalia,ITS-180419,1,18122361.5,11169276.7,20058211.6,9233426.677016232,AM,82.668,61.633,4.892,Marine Mammals,28,96,q1
MARINE_MAMMALS,20729,Stenella attenuata,Mammalia,ITS-Mam-180430,1,215241798.3,241519664.0,245597248.1,211164214.26396102,IUCN,98.106,89.12,65.194,Marine Mammals,1813,96,q1
MARINE_MAMMALS,20730,Stenella clymene,Mammalia,ITS-Mam-180435,1,31221967.3,47069295.4,48753252.4,29538010.40869024,IUCN,94.606,66.332,12.706,Marine Mammals,171,96,q1
MARINE_MAMMALS,20731,Stenella coeruleoalba,Mammalia,ITS-Mam-180434,1,258638535.0,276385027.4,279481214.8,255542347.5817688,IUCN,98.803,93.579,74.605,Marine Mammals,1830,96,q1
MARINE_MAMMALS,20732,Stenella frontalis,Mammalia,ITS-Mam-552460,1,49996353.4,39446679.6,51806296.9,37636736.09192702,AM,95.412,78.899,13.496,Marine Mammals,386,96,q1
MARINE_MAMMALS,20733,Stenella longirostris,Mammalia,ITS-Mam-180429,1,203473551.6,176653661.6,208883446.3,171243766.87356567,AM,96.938,86.819,54.924,Marine Mammals,951,96,q1
MARINE_MAMMALS,20738,Steno bredanensis,Mammalia,ITS-Mam-180417,1,215438498.3,244811805.4,248296098.0,211954205.7145205,IUCN,98.383,88.002,66.083,Marine Mammals,613,96,q1
WRASSE,21689,Thalassoma ascensionis,Actinopterygii,Fis-52020,1,54853.0,27397.6,79201.2,3049.3461521672007,AM,11.13,49.947,0.015,Wrasses,10,46,q4
TUNAS_BILLFISHES,21856,Thunnus alalunga,Actinopterygii,Fis-22832,1,203930304.6,269248617.3,274225723.0,198953198.99762905,IUCN,97.559,75.741,72.679,Tunas/Billfish,4567,27,q1
TUNAS_BILLFISHES,21857,Thunnus albacares,Actinopterygii,Fis-22833,1,215117773.9,269469422.2,269697892.1,214889303.98092052,IUCN,99.894,79.83,72.738,Tunas/Billfish,6801,27,q1
TUNAS_BILLFISHES,21858,Thunnus maccoyii,Actinopterygii,Fis-22835,1,68311167.6,93060915.9,99802184.8,61569898.68119332,IUCN,90.132,73.405,25.12,Tunas/Billfish,578,27,q1
TUNAS_BILLFISHES,21859,Thunnus obesus,Actinopterygii,Fis-22836,1,223750396.7,254819593.5,258848873.4,219721116.73924607,IUCN,98.199,87.807,68.784,Tunas/Billfish,5330,27,q1
TUNAS_BILLFISHES,21860,Thunnus thynnus,Actinopterygii,Fis-49220,1,34104514.9,75143032.9,77325027.1,31922520.63686977,IUCN,93.602,45.386,20.284,Tunas/Billfish,1397,27,q2
MARINE_MAMMALS,22103,Trichechus manatus,Mammalia,ITS-Mam-180684,1,3183963.6,1831753.8,3594812.1,1420905.310096678,AM,77.571,57.531,0.859,Marine Mammals,81,96,q1
MARINE_MAMMALS,22563,Tursiops truncatus,Mammalia,ITS-Mam-180426,1,260861304.0,305863039.0,309353619.8,257370723.17045328,IUCN,98.662,85.287,82.562,Marine Mammals,2155,96,q1
TUNAS_BILLFISHES,23148,Xiphias gladius,Actinopterygii,Fis-29576,1,273494957.8,285207860.7,297465340.1,261237478.39389116,IUCN,95.518,95.893,76.987,Tunas/Billfish,5733,27,q1
MARINE_MAMMALS,23211,Ziphius cavirostris,Mammalia,ITS-Mam-180498,1,297129620.2,302664951.9,311814461.4,287980110.65566623,IUCN,96.921,98.171,81.699,Marine Mammals,834,96,q1
GROUPERS,39774,Cromileptes altivelis,Actinopterygii,Fis-26129,1,14043718.1,9074713.1,15842847.7,7275583.562220707,AM,80.174,64.618,3.791,Groupers,133,25,q1
MARINE_MAMMALS,40635,Indopacetus pacificus,Mammalia,ITS-Mam-180502,1,110732834.9,182384413.1,182539371.1,110577876.92030554,IUCN,99.86,60.714,49.231,Marine Mammals,23,96,q1
MARINE_MAMMALS,41664,Arctocephalus forsteri,Mammalia,ITS-Mam-180631,1,12224401.0,14330270.2,15870742.3,10683928.968970422,IUCN,87.398,85.305,3.868,Marine Mammals,120,96,q1
MARINE_MAMMALS,41666,Zalophus californianus,Mammalia,ITS-Mam-180621,1,2467965.1,3232092.4,4274058.2,1425999.2871409666,IUCN,57.78,76.358,0.872,Marine Mammals,266,96,q3
MARINE_MAMMALS,41668,Zalophus wollebaeki,Mammalia,ITS-Mam-622014,1,166140.7,304040.3,427105.2,43075.76940538264,IUCN,25.927,54.644,0.082,Marine Mammals,20,96,q4
MARINE_MAMMALS,41671,Pagophilus groenlandicus,Mammalia,ITS-Mam-622022,1,11206373.4,5845430.7,11582667.9,5469136.168368328,AM,93.563,52.162,3.025,Marine Mammals,147,96,q2
MARINE_MAMMALS,41711,Eubalaena japonica,Mammalia,ITS-Mam-612591,1,6737101.0,37799388.9,37940861.0,6595628.817283018,IUCN,97.9,17.823,10.203,Marine Mammals,5,96,q2
MARINE_MAMMALS,41712,Eubalaena glacialis,Mammalia,ITS-Mam-180537,1,17348128.3,11586715.5,20934739.3,8000104.570307702,AM,69.045,66.789,4.683,Marine Mammals,267,96,q1
MARINE_MAMMALS,41714,Tursiops aduncus,Mammalia,ITS-Mam-612596,1,26214862.5,18840138.2,29856864.8,15198135.914281348,AM,80.669,71.868,7.076,Marine Mammals,136,96,q1
MARINE_MAMMALS,41715,Phocoena dioptrica,Mammalia,ITS-Mam-180475,1,47801071.9,57023565.1,64975631.8,39849005.155512795,IUCN,83.364,83.827,15.392,Marine Mammals,32,96,q1
MARINE_MAMMALS,41755,Physeter macrocephalus,Mammalia,ITS-Mam-180488,1,355446085.1,346650343.5,357978202.5,344118226.079187,AM,99.27,97.525,95.946,Marine Mammals,1128,96,q1
MARINE_MAMMALS,41759,Mesoplodon perrini,Mammalia,ITS-612599,1,75709.7,16358203.0,16358203.0,75709.72265928278,IUCN,100.0,0.463,4.416,Marine Mammals,1,96,q2
MARINE_MAMMALS,41760,Mesoplodon traversii,Mammalia,ITS-Mam-612598,1,26438821.8,52862300.7,52884620.2,26416502.21719419,IUCN,99.916,50.015,14.269,Marine Mammals,6,96,q2
GROUPERS,43974,Epinephelus akaara,Actinopterygii,Fis-25493,1,2095581.1,783409.2,2180927.6,698062.6355034314,AM,89.106,37.384,0.566,Groupers,18,25,q2
GROUPERS,44673,Epinephelus fuscoguttatus,Actinopterygii,Fis-25130,1,20942108.7,11945805.5,24362724.7,8525189.467394238,AM,71.366,57.042,5.653,Groupers,127,25,q1
GROUPERS,44674,Epinephelus coioides,Actinopterygii,Fis-26136,1,18468038.5,15851500.3,22110118.0,12209420.829912372,AM,77.024,85.832,4.985,Groupers,165,25,q1
GROUPERS,44677,Epinephelus albomarginatus,Actinopterygii,Fis-31618,1,261658.2,106152.4,264443.1,103367.45460684094,AM,97.376,40.569,0.071,Groupers,16,25,q2
WRASSE,63571,Bolbometopon muricatum,Actinopterygii,Fis-25689,1,20074292.2,10374113.5,23322704.0,7125701.664058548,AM,68.687,51.679,5.419,Wrasses,83,46,q2
GROUPERS,64396,Epinephelus bruneus,Actinopterygii,Fis-32305,1,1964988.9,1244967.1,2099849.5,1110106.415501473,AM,89.168,63.357,0.53,Groupers,25,25,q1
GROUPERS,64411,Plectropomus areolatus,Actinopterygii,Fis-31641,1,14423080.0,7911879.5,17683043.3,4651916.23642807,AM,58.797,54.856,3.893,Groupers,52,25,q3
GROUPERS,64412,Plectropomus laevis,Actinopterygii,Fis-26517,1,18629766.6,7929887.7,21098250.7,5461403.718482098,AM,68.871,42.566,5.029,Groupers,119,25,q2
GROUPERS,132760,Epinephelus faveatus,Actinopterygii,Fis-26502,1,561501.2,726293.5,1056838.0,230956.73118382238,IUCN,41.132,77.311,0.196,Groupers,20,25,q3
GROUPERS,132776,Plectropomus oligacanthus,Actinopterygii,Fis-26483,1,8007913.9,6499344.5,10878414.6,3628843.8326369384,AM,55.834,81.162,2.162,Groupers,26,25,q3
GROUPERS,132778,Epinephelus hexagonatus,Actinopterygii,Fis-26244,1,15722095.8,12166447.7,23095387.6,4793155.91508846,AM,39.397,77.384,4.244,Groupers,161,25,q3
GROUPERS,132783,Cephalopholis urodeta,Actinopterygii,Fis-26128,1,17763776.1,14168176.6,25517450.5,6414502.235941812,AM,45.274,79.759,4.795,Groupers,256,25,q3
GROUPERS,132788,Epinephelus merra,Actinopterygii,Fis-31150,1,24613893.8,13988681.7,28787429.7,9815145.777034951,AM,70.165,56.832,6.644,Groupers,336,25,q1
GROUPERS,132790,Triso dermopterus,Actinopterygii,Fis-26518,1,1817167.9,3035022.3,3983516.7,868673.5011438387,IUCN,47.804,59.873,0.819,Groupers,27,25,q3
GROUPERS,132796,Epinephelus caninus,Actinopterygii,Fis-27340,1,3746292.8,3374597.4,4522735.3,2598154.967825081,AM,76.992,90.078,1.011,Groupers,146,25,q1
GROUPERS,132808,Cephalopholis cyanostigma,Actinopterygii,Fis-26118,1,10141794.3,8302778.0,12513073.8,5931498.4903755,AM,71.44,81.867,2.738,Groupers,130,25,q1
GROUPERS,132815,Epinephelus cyanopodus,Actinopterygii,Fis-25571,1,13629848.2,9554413.4,17035035.1,6149226.556396147,AM,64.36,70.099,3.679,Groupers,63,25,q1
CORALS_Part1,132869,Acropora florida,Anthozoa,URM-Cn-4750,1,23615392.7,10313593.3,24686381.6,9242604.379089657,AM,89.616,43.673,6.375,Corals,202,11,q2
